kuupäev;vooluhulk_m3s;veetase_cm;veetemp_c;valideeritud
2005-07-19;363;129;;jah
2005-07-20;402;142;;jah
2005-07-21;377;133;;jah
2005-07-22;391;139;;jah
2005-07-23;412;143;;jah
2005-07-24;439;147;;jah
2005-07-25;412;142;;jah
2005-07-26;389;137;;jah
2005-07-27;484;154;;jah
2005-07-28;503;155;;jah
2005-07-29;469;150;;jah
2005-07-30;416;142;;jah
2005-07-31;453;145;;jah
2005-08-01;418;145;;jah
2005-08-02;468;151;;jah
2005-08-03;458;149;;jah
2005-08-04;377;130;;jah
2005-08-05;420;145;;jah
2005-08-06;387;136;;jah
2005-08-07;395;140;;jah
2005-08-08;382;136;;jah
2005-08-09;368;131;;jah
2005-08-10;342;118;;jah
2005-08-11;420;145;;jah
2005-08-12;510;157;;jah
2005-08-13;534;159;;jah
2005-08-14;555;162;;jah
2005-08-15;510;155;;jah
2005-08-16;508;155;;jah
2005-08-17;676;172;;jah
2005-08-18;516;155;;jah
2005-08-19;405;139;;jah
2005-08-20;381;135;;jah
2005-08-21;405;142;;jah
2005-08-22;388;138;;jah
2005-08-23;346;120;;jah
2005-08-24;347;123;;jah
2005-08-25;335;119;;jah
2005-08-26;332;121;;jah
2005-08-27;380;137;;jah
2005-08-28;431;146;;jah
2005-08-29;460;149;;jah
2005-08-30;581;167;;jah
2005-08-31;553;163;;jah
2005-09-01;371;133;;jah
2005-09-02;353;124;;jah
2005-09-03;361;129;;jah
2005-09-04;381;137;;jah
2005-09-05;395;140;;jah
2005-09-06;368;130;;jah
2005-09-07;368;131;;jah
2005-09-08;401;141;;jah
2005-09-09;456;150;;jah
2005-09-10;377;131;;jah
2005-09-11;338;119;;jah
2005-09-12;334;120;;jah
2005-09-13;397;141;;jah
2005-09-14;433;146;;jah
2005-09-15;449;148;;jah
2005-09-16;437;146;;jah
2005-09-17;431;145;;jah
2005-09-18;525;155;;jah
2005-09-19;447;140;;jah
2005-09-20;412;143;;jah
2005-09-21;413;143;;jah
2005-09-22;395;139;;jah
2005-09-23;384;137;;jah
2005-09-24;357;126;;jah
2005-09-25;350;124;;jah
2005-09-26;342;120;;jah
2005-09-27;343;121;;jah
2005-09-28;342;120;;jah
2005-09-29;364;131;;jah
2005-09-30;355;126;;jah
2005-10-01;363;131;;jah
2005-10-02;345;120;;jah
2005-10-03;372;134;;jah
2005-10-04;395;140;;jah
2005-10-05;385;137;;jah
2005-10-06;383;137;;jah
2005-10-07;355;125;;jah
2005-10-08;334;116;;jah
2005-10-09;322;111;;jah
2005-10-10;331;116;;jah
2005-10-11;332;116;;jah
2005-10-12;320;110;;jah
2005-10-13;319;110;;jah
2005-10-14;331;115;;jah
2005-10-15;439;142;;jah
2005-10-16;332;112;;jah
2005-10-17;315;108;;jah
2005-10-18;320;111;;jah
2005-10-19;313;107;;jah
2005-10-20;313;107;;jah
2005-10-21;335;119;;jah
2005-10-22;333;116;;jah
2005-10-23;358;129;;jah
2005-10-24;363;130;;jah
2005-10-25;333;117;;jah
2005-10-26;276;98;;jah
2005-10-27;331;118;;jah
2005-10-28;337;118;;jah
2005-10-29;346;123;;jah
2005-10-30;338;118;;jah
2005-10-31;334;117;;jah
2005-11-01;331;116;;jah
2005-11-02;342;121;;jah
2005-11-03;341;120;;jah
2005-11-04;330;114;;jah
2005-11-05;348;124;;jah
2005-11-06;378;136;;jah
2005-11-07;386;138;;jah
2005-11-08;374;133;;jah
2005-11-09;380;136;;jah
2005-11-10;377;134;;jah
2005-11-11;400;141;;jah
2005-11-12;404;136;;jah
2005-11-13;427;141;;jah
2005-11-14;424;175;;jah
2005-11-15;420;202;;jah
2005-11-16;416;158;;jah
2005-11-17;413;150;;jah
2005-11-18;409;167;;jah
2005-11-19;406;162;;jah
2005-11-20;402;141;;jah
2005-11-21;388;133;;jah
2005-11-22;374;132;;jah
2005-11-23;481;154;;jah
2005-11-24;433;145;;jah
2005-11-25;339;118;;jah
2005-11-26;360;135;;jah
2005-11-27;362;129;;jah
2005-11-28;324;109;;jah
2005-11-29;398;142;;jah
2005-11-30;387;139;;jah
2005-12-01;365;134;;jah
2005-12-02;408;143;;jah
2005-12-03;352;122;;jah
2005-12-04;305;102;;jah
2005-12-05;283;93;;jah
2005-12-06;278;92;;jah
2005-12-07;261;85;;jah
2005-12-08;256;85;;jah
2005-12-09;319;113;;jah
2005-12-10;346;124;;jah
2005-12-11;324;111;;jah
2005-12-12;329;146;;jah
2005-12-13;342;162;;jah
2005-12-14;352;125;;jah
2005-12-15;373;134;;jah
2005-12-16;373;133;;jah
2005-12-17;375;134;;jah
2005-12-18;390;139;;jah
2005-12-19;377;145;;jah
2005-12-20;363;129;;jah
2005-12-21;381;137;;jah
2005-12-22;371;132;;jah
2005-12-23;372;133;;jah
2005-12-24;367;131;;jah
2005-12-25;351;141;;jah
2005-12-26;329;111;;jah
2005-12-27;342;122;;jah
2005-12-28;343;121;;jah
2005-12-29;343;121;;jah
2005-12-30;340;120;;jah
2005-12-31;297;95;;jah
2006-01-01;205;106;;jah
2006-01-02;232;122;;jah
2006-01-03;228;119;;jah
2006-01-04;218;110;;jah
2006-01-05;224;109;;jah
2006-01-06;232;108;;jah
2006-01-07;266;106;;jah
2006-01-08;318;112;;jah
2006-01-09;320;111;;jah
2006-01-10;322;111;;jah
2006-01-11;394;129;;jah
2006-01-12;426;138;;jah
2006-01-13;336;129;;jah
2006-01-14;256;119;;jah
2006-01-15;239;123;;jah
2006-01-16;195;107;;jah
2006-01-17;132;78;;jah
2006-01-18;90,1;58;;jah
2006-01-19;106;74;;jah
2006-01-20;118;76;;jah
2006-01-21;84;50;;jah
2006-01-22;110;70;;jah
2006-01-23;162;96;;jah
2006-01-24;211;115;;jah
2006-01-25;197;103;;jah
2006-01-26;206;100;;jah
2006-01-27;249;128;;jah
2006-01-28;299;110;;jah
2006-01-29;323;111;;jah
2006-01-30;345;116;;jah
2006-01-31;317;106;;jah
2006-02-01;322;108;;jah
2006-02-02;318;106;;jah
2006-02-03;290;100;;jah
2006-02-04;257;103;;jah
2006-02-05;225;105;;jah
2006-02-06;230;111;;jah
2006-02-07;184;92;;jah
2006-02-08;182;95;;jah
2006-02-09;184;94;;jah
2006-02-10;222;110;;jah
2006-02-11;241;115;;jah
2006-02-12;241;113;;jah
2006-02-13;249;115;;jah
2006-02-14;272;119;;jah
2006-02-15;262;107;;jah
2006-02-16;191;78;;jah
2006-02-17;205;90;;jah
2006-02-18;219;90;;jah
2006-02-19;230;94;;jah
2006-02-20;254;103;;jah
2006-02-21;244;98;;jah
2006-02-22;297;102;;jah
2006-02-23;218;88;;jah
2006-02-24;241;99;;jah
2006-02-25;250;101;;jah
2006-02-26;240;97;;jah
2006-02-27;230;93;;jah
2006-02-28;245;101;;jah
2006-03-01;218;91;;jah
2006-03-02;197;79;;jah
2006-03-03;218;88;;jah
2006-03-04;215;85;;jah
2006-03-05;232;91;;jah
2006-03-06;259;99;;jah
2006-03-07;310;114;;jah
2006-03-08;288;105;;jah
2006-03-09;257;95;;jah
2006-03-10;235;88;;jah
2006-03-11;225;85;;jah
2006-03-12;226;86;;jah
2006-03-13;226;86;;jah
2006-03-14;194;74;;jah
2006-03-15;180;72;;jah
2006-03-16;177;73;;jah
2006-03-17;200;77;;jah
2006-03-18;226;86;;jah
2006-03-19;255;95;;jah
2006-03-20;265;107;;jah
2006-03-21;272;99;;jah
2006-03-22;258;93;;jah
2006-03-23;265;95;;jah
2006-03-24;301;98;;jah
2006-03-25;305;91;;jah
2006-03-26;290;89;;jah
2006-03-27;228;75;;jah
2006-03-28;254;82;;jah
2006-03-29;342;101;;jah
2006-03-30;356;102;;jah
2006-03-31;311;93;;jah
2006-04-01;364;110;;jah
2006-04-02;366;103;;jah
2006-04-03;341;98;;jah
2006-04-04;356;102;;jah
2006-04-05;373;105;;jah
2006-04-06;420;115;;jah
2006-04-07;447;120;;jah
2006-04-08;418;113;;jah
2006-04-09;402;110;;jah
2006-04-10;432;117;;jah
2006-04-11;477;126;;jah
2006-04-12;496;129;;jah
2006-04-13;537;138;;jah
2006-04-14;507;130;;jah
2006-04-15;519;134;;jah
2006-04-16;495;128;;jah
2006-04-17;502;130;;jah
2006-04-18;532;136;;jah
2006-04-19;618;155;;jah
2006-04-20;582;144;;jah
2006-04-21;657;158;;jah
2006-04-22;597;148;;jah
2006-04-23;493;126;;jah
2006-04-24;460;121;;jah
2006-04-25;491;129;;jah
2006-04-26;464;122;;jah
2006-04-27;438;117;;jah
2006-04-28;437;118;;jah
2006-04-29;368;102;;jah
2006-04-30;370;106;;jah
2006-05-01;361;105;;jah
2006-05-02;359;102;;jah
2006-05-03;354;101;;jah
2006-05-04;365;104;;jah
2006-05-05;332;96;;jah
2006-05-06;346;100;;jah
2006-05-07;356;102;;jah
2006-05-08;326;95;;jah
2006-05-09;330;97;;jah
2006-05-10;292;88;;jah
2006-05-11;312;94;;jah
2006-05-12;286;87;;jah
2006-05-13;333;98;;jah
2006-05-14;394;110;;jah
2006-05-15;471;126;;jah
2006-05-16;425;114;;jah
2006-05-17;364;102;;jah
2006-05-18;334;98;;jah
2006-05-19;243;88;;jah
2006-05-20;300;106;;jah
2006-05-21;298;105;;jah
2006-05-22;321;115;;jah
2006-05-23;287;104;;jah
2006-05-24;448;138;;jah
2006-05-25;343;123;;jah
2006-05-26;325;122;;jah
2006-05-27;346;129;;jah
2006-05-28;367;134;;jah
2006-05-29;372;136;;jah
2006-05-30;342;131;;jah
2006-05-31;323;129;;jah
2006-06-01;424;147;;jah
2006-06-02;411;146;;jah
2006-06-03;377;139;;jah
2006-06-04;364;137;;jah
2006-06-05;391;143;;jah
2006-06-06;390;142;;jah
2006-06-07;373;139;;jah
2006-06-08;330;130;;jah
2006-06-09;320;128;;jah
2006-06-10;355;136;;jah
2006-06-11;340;132;;jah
2006-06-12;294;120;;jah
2006-06-13;276;115;;jah
2006-06-14;273;114;;jah
2006-06-15;294;121;;jah
2006-06-16;308;124;;jah
2006-06-17;282;115;;jah
2006-06-18;264;109;;jah
2006-06-19;261;108;;jah
2006-06-20;260;107;;jah
2006-06-21;253;104;;jah
2006-06-22;256;107;;jah
2006-06-23;277;114;;jah
2006-06-24;292;113;;jah
2006-06-25;293;112;;jah
2006-06-26;291;110;;jah
2006-06-27;299;111;;jah
2006-06-28;349;124;;jah
2006-06-29;395;132;;jah
2006-06-30;356;122;;jah
2006-07-01;305;108;;jah
2006-07-02;321;112;;jah
2006-07-03;334;114;;jah
2006-07-04;332;112;;jah
2006-07-05;331;111;;jah
2006-07-06;314;105;;jah
2006-07-07;285;102;;jah
2006-07-08;248;101;;jah
2006-07-09;240;105;;jah
2006-07-10;234;104;;jah
2006-07-11;236;106;;jah
2006-07-12;311;119;;jah
2006-07-13;247;110;;jah
2006-07-14;258;116;;jah
2006-07-15;278;123;;jah
2006-07-16;275;122;;jah
2006-07-17;257;116;;jah
2006-07-18;271;122;;jah
2006-07-19;287;127;;jah
2006-07-20;257;117;;jah
2006-07-21;227;107;;jah
2006-07-22;216;104;;jah
2006-07-23;221;107;;jah
2006-07-24;229;110;;jah
2006-07-25;262;123;;jah
2006-07-26;271;125;;jah
2006-07-27;246;116;;jah
2006-07-28;245;117;;jah
2006-07-29;217;105;;jah
2006-07-30;204;102;;jah
2006-07-31;200;103;;jah
2006-08-01;193;98;;jah
2006-08-02;190;94;;jah
2006-08-03;198;98;;jah
2006-08-04;223;108;;jah
2006-08-05;208;97;;jah
2006-08-06;216;99;;jah
2006-08-07;218;96;;jah
2006-08-08;251;99;;jah
2006-08-09;279;103;;jah
2006-08-10;285;105;;jah
2006-08-11;264;103;;jah
2006-08-12;219;92;;jah
2006-08-13;197;90;;jah
2006-08-14;187;92;;jah
2006-08-15;182;96;;jah
2006-08-16;179;105;;jah
2006-08-17;163;103;;jah
2006-08-18;159;101;;jah
2006-08-19;160;102;;jah
2006-08-20;159;101;;jah
2006-08-21;156;99;;jah
2006-08-22;158;100;;jah
2006-08-23;159;100;;jah
2006-08-24;178;111;;jah
2006-08-25;177;111;;jah
2006-08-26;174;112;;jah
2006-08-27;156;103;;jah
2006-08-28;170;115;;jah
2006-08-29;162;111;;jah
2006-08-30;163;114;;jah
2006-08-31;193;128;;jah
2006-09-01;192;135;;jah
2006-09-02;157;126;;jah
2006-09-03;131;119;;jah
2006-09-04;138;127;;jah
2006-09-05;190;152;;jah
2006-09-06;211;159;;jah
2006-09-07;182;144;;jah
2006-09-08;221;163;;jah
2006-09-09;327;194;;jah
2006-09-10;294;174;;jah
2006-09-11;239;150;;jah
2006-09-12;213;142;;jah
2006-09-13;200;138;;jah
2006-09-14;191;137;;jah
2006-09-15;149;118;;jah
2006-09-16;146;121;;jah
2006-09-17;132;116;;jah
2006-09-18;116;112;;jah
2006-09-19;105;111;;jah
2006-09-20;118;131;;jah
2006-09-21;109;131;;jah
2006-09-22;116;128;;jah
2006-09-23;133;118;;jah
2006-09-24;157;115;;jah
2006-09-25;167;109;;jah
2006-09-26;179;103;;jah
2006-09-27;217;105;;jah
2006-09-28;276;117;;jah
2006-09-29;299;122;;jah
2006-09-30;286;126;;jah
2006-10-01;228;114;;jah
2006-10-02;219;123;;jah
2006-10-03;199;121;;jah
2006-10-04;199;121;;jah
2006-10-05;244;137;;jah
2006-10-06;255;139;;jah
2006-10-07;218;126;;jah
2006-10-08;250;138;;jah
2006-10-09;296;151;;jah
2006-10-10;274;143;;jah
2006-10-11;234;132;;jah
2006-10-12;217;127;;jah
2006-10-13;230;132;;jah
2006-10-14;272;145;;jah
2006-10-15;226;121;;jah
2006-10-16;314;139;;jah
2006-10-17;340;134;;jah
2006-10-18;323;122;;jah
2006-10-19;266;106;;jah
2006-10-20;203;98;;jah
2006-10-21;172;99;;jah
2006-10-22;188;117;;jah
2006-10-23;179;119;;jah
2006-10-24;195;125;;jah
2006-10-25;269;150;;jah
2006-10-26;248;140;;jah
2006-10-27;245;160;;jah
2006-10-28;246;230;;jah
2006-10-29;249;140;;jah
2006-10-30;308;159;;jah
2006-10-31;244;134;;jah
2006-11-01;256;140;;jah
2006-11-02;319;170;;jah
2006-11-03;306;153;;jah
2006-11-04;262;141;;jah
2006-11-05;255;140;;jah
2006-11-06;254;159;;jah
2006-11-07;254;176;;jah
2006-11-08;253;189;;jah
2006-11-09;252;156;;jah
2006-11-10;252;173;;jah
2006-11-11;251;160;;jah
2006-11-12;253;137;;jah
2006-11-13;333;161;;jah
2006-11-14;340;159;;jah
2006-11-15;399;176;;jah
2006-11-16;405;173;;jah
2006-11-17;326;146;;jah
2006-11-18;373;157;;jah
2006-11-19;428;165;;jah
2006-11-20;393;151;;jah
2006-11-21;415;154;;jah
2006-11-22;397;146;;jah
2006-11-23;378;142;;jah
2006-11-24;390;147;;jah
2006-11-25;377;145;;jah
2006-11-26;407;154;;jah
2006-11-27;420;158;;jah
2006-11-28;407;157;;jah
2006-11-29;383;153;;jah
2006-11-30;424;165;;jah
2006-12-01;430;166;;jah
2006-12-02;401;161;;jah
2006-12-03;407;165;;jah
2006-12-04;355;152;;jah
2006-12-05;367;158;;jah
2006-12-06;406;169;;jah
2006-12-07;434;177;;jah
2006-12-08;369;161;;jah
2006-12-09;279;144;;jah
2006-12-10;331;154;;jah
2006-12-11;434;184;;jah
2006-12-12;358;159;;jah
2006-12-13;405;177;;jah
2006-12-14;389;171;;jah
2006-12-15;382;210;;jah
2006-12-16;378;193;;jah
2006-12-17;373;190;;jah
2006-12-18;369;191;;jah
2006-12-19;365;185;;jah
2006-12-20;361;166;;jah
2006-12-21;356;182;;jah
2006-12-22;351;191;;jah
2006-12-23;347;212;;jah
2006-12-24;342;194;;jah
2006-12-25;337;171;;jah
2006-12-26;334;171;;jah
2006-12-27;332;186;;jah
2006-12-28;331;185;;jah
2006-12-29;329;172;;jah
2006-12-30;328;157;;jah
2006-12-31;336;156;;jah
2007-01-01;372;174;;jah
2007-01-02;420;188;;jah
2007-01-03;440;192;;jah
2007-01-04;401;179;;jah
2007-01-05;373;171;;jah
2007-01-06;406;182;;jah
2007-01-07;370;169;;jah
2007-01-08;371;170;;jah
2007-01-09;398;176;;jah
2007-01-10;491;211;;jah
2007-01-11;400;188;;jah
2007-01-12;382;168;;jah
2007-01-13;426;182;;jah
2007-01-14;504;201;;jah
2007-01-15;581;214;;jah
2007-01-16;648;222;;jah
2007-01-17;585;212;;jah
2007-01-18;609;218;;jah
2007-01-19;578;207;;jah
2007-01-20;576;207;;jah
2007-01-21;462;175;;jah
2007-01-22;506;190;;jah
2007-01-23;547;200;;jah
2007-01-24;530;196;;jah
2007-01-25;466;180;;jah
2007-01-26;523;199;;jah
2007-01-27;468;182;;jah
2007-01-28;530;203;;jah
2007-01-29;481;188;;jah
2007-01-30;462;186;;jah
2007-01-31;425;179;;jah
2007-02-01;434;176;;jah
2007-02-02;455;189;;jah
2007-02-03;457;188;;jah
2007-02-04;482;196;;jah
2007-02-05;422;178;;jah
2007-02-06;396;173;;jah
2007-02-07;372;167;;jah
2007-02-08;344;160;;jah
2007-02-09;284;143;;jah
2007-02-10;307;152;;jah
2007-02-11;306;151;;jah
2007-02-12;252;135;;jah
2007-02-13;210;122;;jah
2007-02-14;244;136;;jah
2007-02-15;229;129;;jah
2007-02-16;237;132;;jah
2007-02-17;274;143;;jah
2007-02-18;282;144;;jah
2007-02-19;227;125;;jah
2007-02-20;224;126;;jah
2007-02-21;226;126;;jah
2007-02-22;199;115;;jah
2007-02-23;169;100;;jah
2007-02-24;157;97;;jah
2007-02-25;232;86;;jah
2007-02-26;284;100;;jah
2007-02-27;304;105;;jah
2007-02-28;304;105;;jah
2007-03-01;285;99;;jah
2007-03-02;323;111;;jah
2007-03-03;336;113;;jah
2007-03-04;357;118;;jah
2007-03-05;394;126;;jah
2007-03-06;340;112;;jah
2007-03-07;329;114;;jah
2007-03-08;281;103;;jah
2007-03-09;375;123;;jah
2007-03-10;392;124;;jah
2007-03-11;488;142;;jah
2007-03-12;446;132;;jah
2007-03-13;482;140;;jah
2007-03-14;501;142;;jah
2007-03-15;517;144;;jah
2007-03-16;581;154;;jah
2007-03-17;566;150;;jah
2007-03-18;636;161;;jah
2007-03-19;795;179;;jah
2007-03-20;673;164;;jah
2007-03-21;554;147;;jah
2007-03-22;586;154;;jah
2007-03-23;642;162;;jah
2007-03-24;637;160;;jah
2007-03-25;674;166;;jah
2007-03-26;695;169;;jah
2007-03-27;583;151;;jah
2007-03-28;559;150;;jah
2007-03-29;490;139;;jah
2007-03-30;494;141;;jah
2007-03-31;523;146;;jah
2007-04-01;525;146;;jah
2007-04-02;579;154;;jah
2007-04-03;449;132;;jah
2007-04-04;447;140;;jah
2007-04-05;530;146;;jah
2007-04-06;650;164;;jah
2007-04-07;688;168;;jah
2007-04-08;599;154;;jah
2007-04-09;509;142;;jah
2007-04-10;422;127;;jah
2007-04-11;622;152;;jah
2007-04-12;651;164;;jah
2007-04-13;552;147;;jah
2007-04-14;504;142;;jah
2007-04-15;450;133;;jah
2007-04-16;454;135;;jah
2007-04-17;452;134;;jah
2007-04-18;490;141;;jah
2007-04-19;514;144;;jah
2007-04-20;528;145;;jah
2007-04-21;680;169;;jah
2007-04-22;650;162;;jah
2007-04-23;498;139;;jah
2007-04-24;416;127;;jah
2007-04-25;441;133;;jah
2007-04-26;495;142;;jah
2007-04-27;483;139;;jah
2007-04-28;460;135;;jah
2007-04-29;488;141;;jah
2007-04-30;408;126;;jah
2007-05-01;399;127;;jah
2007-05-02;428;132;;jah
2007-05-03;394;130;;jah
2007-05-04;393;124;;jah
2007-05-05;367;119;;jah
2007-05-06;415;130;;jah
2007-05-07;359;116;;jah
2007-05-08;407;128;;jah
2007-05-09;465;137;;jah
2007-05-10;548;150;;jah
2007-05-11;479;137;;jah
2007-05-12;458;135;;jah
2007-05-13;489;141;;jah
2007-05-14;439;131;;jah
2007-05-15;477;139;;jah
2007-05-16;524;146;;jah
2007-05-17;483;138;;jah
2007-05-18;525;146;;jah
2007-05-19;517;144;;jah
2007-05-20;479;138;;jah
2007-05-21;470;137;;jah
2007-05-22;477;138;;jah
2007-05-23;597;154;;jah
2007-05-24;565;148;;jah
2007-05-25;466;135;;jah
2007-05-26;455;135;;jah
2007-05-27;439;132;;jah
2007-05-28;442;133;;jah
2007-05-29;426;130;;jah
2007-05-30;425;130;;jah
2007-05-31;442;134;;jah
2007-06-01;345;113;;jah
2007-06-02;336;113;;jah
2007-06-03;337;113;;jah
2007-06-04;362;120;;jah
2007-06-05;332;111;;jah
2007-06-06;343;115;;jah
2007-06-07;349;116;;jah
2007-06-08;369;121;;jah
2007-06-09;339;113;;jah
2007-06-10;316;107;;jah
2007-06-11;319;109;;jah
2007-06-12;324;110;;jah
2007-06-13;346;116;;jah
2007-06-14;331;110;;jah
2007-06-15;528;140;;jah
2007-06-16;334;111;;jah
2007-06-17;313;113;;jah
2007-06-18;364;120;;jah
2007-06-19;382;123;;jah
2007-06-20;388;124;;jah
2007-06-21;353;116;;jah
2007-06-22;320;108;;jah
2007-06-23;308;109;;jah
2007-06-24;312;117;;jah
2007-06-25;388;138;;jah
2007-06-26;316;122;;jah
2007-06-27;306;125;;jah
2007-06-28;333;135;;jah
2007-06-29;364;144;;jah
2007-06-30;315;134;;jah
2007-07-01;283;130;;jah
2007-07-02;303;132;;jah
2007-07-03;269;123;;jah
2007-07-04;248;120;;jah
2007-07-05;215;110;;jah
2007-07-06;258;124;;jah
2007-07-07;292;133;;jah
2007-07-08;340;145;;jah
2007-07-09;363;150;;jah
2007-07-10;353;148;;jah
2007-07-11;324;142;;jah
2007-07-12;314;141;;jah
2007-07-13;304;139;;jah
2007-07-14;358;154;;jah
2007-07-15;350;151;;jah
2007-07-16;347;152;;jah
2007-07-17;296;139;;jah
2007-07-18;310;145;;jah
2007-07-19;339;153;;jah
2007-07-20;326;150;;jah
2007-07-21;284;140;;jah
2007-07-22;239;128;;jah
2007-07-23;220;124;;jah
2007-07-24;202;118;;jah
2007-07-25;226;128;;jah
2007-07-26;304;153;;jah
2007-07-27;256;136;;jah
2007-07-28;277;146;;jah
2007-07-29;249;137;;jah
2007-07-30;234;133;;jah
2007-07-31;355;167;;jah
2007-08-01;333;161;;jah
2007-08-02;308;158;;jah
2007-08-03;245;139;;jah
2007-08-04;258;147;;jah
2007-08-05;257;147;;jah
2007-08-06;235;141;;jah
2007-08-07;198;129;;jah
2007-08-08;169;119;;jah
2007-08-09;159;116;;jah
2007-08-10;172;120;;jah
2007-08-11;182;117;;jah
2007-08-12;209;123;;jah
2007-08-13;218;120;;jah
2007-08-14;253;127;;jah
2007-08-15;262;126;;jah
2007-08-16;234;114;;jah
2007-08-17;291;132;;jah
2007-08-18;293;129;;jah
2007-08-19;295;129;;jah
2007-08-20;252;114;;jah
2007-08-21;224;106;;jah
2007-08-22;221;110;;jah
2007-08-23;223;107;;jah
2007-08-24;251;120;;jah
2007-08-25;269;125;;jah
2007-08-26;275;127;;jah
2007-08-27;315;139;;jah
2007-08-28;340;144;;jah
2007-08-29;485;172;;jah
2007-08-30;346;145;;jah
2007-08-31;308;141;;jah
2007-09-01;281;135;;jah
2007-09-02;355;157;;jah
2007-09-03;318;146;;jah
2007-09-04;299;144;;jah
2007-09-05;303;147;;jah
2007-09-06;299;147;;jah
2007-09-07;306;151;;jah
2007-09-08;273;143;;jah
2007-09-09;227;130;;jah
2007-09-10;247;141;;jah
2007-09-11;223;132;;jah
2007-09-12;279;154;;jah
2007-09-13;297;161;;jah
2007-09-14;265;154;;jah
2007-09-15;225;144;;jah
2007-09-16;315;179;;jah
2007-09-17;234;156;;jah
2007-09-18;182;141;;jah
2007-09-19;226;170;;jah
2007-09-20;209;160;;jah
2007-09-21;209;158;;jah
2007-09-22;232;166;;jah
2007-09-23;213;154;;jah
2007-09-24;199;147;;jah
2007-09-25;178;136;;jah
2007-09-26;175;134;;jah
2007-09-27;187;138;;jah
2007-09-28;148;118;;jah
2007-09-29;131;109;;jah
2007-09-30;163;124;;jah
2007-10-01;182;130;;jah
2007-10-02;180;125;;jah
2007-10-03;182;125;;jah
2007-10-04;182;123;;jah
2007-10-05;182;122;;jah
2007-10-06;176;117;;jah
2007-10-07;179;117;;jah
2007-10-08;206;126;;jah
2007-10-09;313;153;;jah
2007-10-10;289;147;;jah
2007-10-11;247;132;;jah
2007-10-12;185;111;;jah
2007-10-13;223;127;;jah
2007-10-14;247;123;;jah
2007-10-15;260;124;;jah
2007-10-16;266;122;;jah
2007-10-17;321;134;;jah
2007-10-18;341;134;;jah
2007-10-19;402;145;;jah
2007-10-20;361;132;;jah
2007-10-21;336;125;;jah
2007-10-22;338;124;;jah
2007-10-23;317;116;;jah
2007-10-24;312;113;;jah
2007-10-25;292;107;;jah
2007-10-26;280;107;;jah
2007-10-27;256;101;;jah
2007-10-28;248;102;;jah
2007-10-29;248;105;;jah
2007-10-30;265;114;;jah
2007-10-31;294;126;;jah
2007-11-01;395;152;;jah
2007-11-02;507;164;;jah
2007-11-03;338;137;;jah
2007-11-04;253;119;;jah
2007-11-05;267;128;;jah
2007-11-06;260;131;;jah
2007-11-07;248;130;;jah
2007-11-08;270;135;;jah
2007-11-09;257;133;;jah
2007-11-10;250;133;;jah
2007-11-11;294;149;;jah
2007-11-12;246;134;;jah
2007-11-13;203;121;;jah
2007-11-14;239;137;;jah
2007-11-15;295;154;;jah
2007-11-16;314;160;;jah
2007-11-17;264;145;;jah
2007-11-18;239;140;;jah
2007-11-19;273;154;;jah
2007-11-20;218;134;;jah
2007-11-21;200;130;;jah
2007-11-22;190;126;;jah
2007-11-23;198;130;;jah
2007-11-24;186;124;;jah
2007-11-25;203;132;;jah
2007-11-26;197;128;;jah
2007-11-27;243;145;;jah
2007-11-28;314;168;;jah
2007-11-29;234;138;;jah
2007-11-30;199;125;;jah
2007-12-01;204;125;;jah
2007-12-02;197;130;;jah
2007-12-03;164;116;;jah
2007-12-04;223;142;;jah
2007-12-05;290;160;;jah
2007-12-06;260;148;;jah
2007-12-07;221;135;;jah
2007-12-08;312;158;;jah
